ID,Rented Bike Count
0,447.95408591087335
1,123.71107192772922
2,706.3891169717832
3,737.9577480776501
4,-94.04706850375885
5,-93.73691537003208
6,1509.2001054923562
7,986.834315561797
8,-129.3414298195205
9,1463.3374897488889
10,-850.424236120337
11,571.2246712294317
12,477.5367355662782
13,957.140057841714
14,456.7214214453032
15,935.0978703091056
16,327.2565539407981
17,505.3320938740196
18,141.07622023088564
19,561.9964876011726
20,1499.5258257176265
21,1321.0320502633153
22,343.12448319245726
23,565.9689931556958
24,86.44025754874619
25,1182.741328540842
26,922.9050354959487
27,175.4733933517264
28,-50.66648873466448
29,803.092294280142
30,705.8656244469341
31,1297.9781587459884
32,1204.5523944106417
33,502.44314733289116
34,587.7597765792708
35,1029.4261765097585
36,142.12051464741745
37,1057.2410145585795
38,459.40693795785774
39,-34.00077019143572
40,703.7258746172274
41,1477.589191972475
42,198.48397309376472
43,884.915957073678
44,-35.073920318286014
45,1014.3681729757851
46,954.2961969555575
47,252.26923522803457
48,327.62702513378133
49,280.33612056872795
50,38.31410381282183
51,330.35728733992585
52,132.87003939211718
53,-144.66821649647096
54,-402.74997991855366
55,1071.2479728059407
56,589.7568514480788
57,881.4532195869382
58,558.087397701857
59,-6.3371695808901904
60,-153.91084864373317
61,-357.9334218839494
62,-90.83749852653636
63,354.050217065705
64,52.52605919777244
65,638.2700657701167
66,557.1560591894056
67,279.2387740619565
68,499.40275331762064
69,796.739741523746
70,-7.421546243110356
71,573.0521404895615
72,1194.6239291743987
73,1051.623832867262
74,600.5653086808411
75,-728.843664199029
76,372.0038634250092
77,-322.79215473407584
78,894.6443629432175
79,412.3533176442369
80,625.1620323047517
81,-167.59089570471986
82,-159.40602012151203
83,924.7076837341148
84,635.0404311700539
85,446.76962972980016
86,1163.3743106654579
87,-822.9930293613666
88,856.4956739474268
89,221.6180046625269
90,716.8212336445014
91,874.4029611339541
92,841.5195113220497
93,1512.0187130572867
94,768.229628360116
95,672.1032463174962
96,573.9164170163326
97,-36.84210415351089
98,-944.2443400645628
99,1248.638574946725
100,476.42175265633614
101,242.31905531465264
102,377.04296842320616
103,553.2444539890693
104,-313.14044312845385
105,-895.4047473884665
106,689.8880236326872
107,38.28333351328763
108,410.91025592176936
109,599.0480096239859
110,1054.112969861736
111,114.74886631316059
112,74.41874616047122
113,1013.4522134177242
114,-291.64745227234005
115,581.9458620668363
116,264.23442235850024
117,686.0067910971624
118,504.64744882267246
119,-34.536819986667126
120,1233.405984495555
121,1481.0500091475456
122,408.702227097504
123,-23.666589120150093
124,446.45371853910217
125,1380.8097694121102
126,547.0024629427681
127,156.86698640364
128,673.1839559204512
129,-149.99457989411337
130,126.01806659917207
131,665.9828405224093
132,765.4525446758349
133,128.1941040954884
134,269.6828348400502
135,1558.4858234020207
136,896.815006738656
137,103.7050249350691
138,354.08885995512776
139,1379.9211985075153
140,1075.4023531176313
141,1057.2258966689851
142,-321.27529964142275
143,515.5728547539136
144,698.8461644166916
145,11.878236634170605
146,123.86090700126135
147,429.87264205292547
148,421.77351181230847
149,-344.38340466760064
150,900.973519438027
151,422.4918717457298
152,-100.72255372638728
153,313.1654622675847
154,1471.5060540184313
155,379.84594319620055
156,-230.33308339580435
157,-622.9117343044517
158,776.7542160144327
159,815.3020068576183
160,-123.88840892656236
161,7.448591114159399
162,1488.9533073866628
163,1191.4572181471099
164,-448.61527319903644
165,610.3426660916988
166,347.9381281166419
167,778.8014113975354
168,1524.3689705760894
169,-473.843377353338
170,374.5482548337088
171,1317.101672190145
172,205.71772837950687
173,824.9351580638981
174,181.97150489480035
175,-177.18298851310203
176,1504.8298160931545
177,472.053979529873
178,324.16967449704646
179,990.517688811504
180,531.4188362170881
181,146.06200573264516
182,1096.0136287138025
183,875.1818160170556
184,-90.7924051568504
185,212.38170750506185
186,428.7533247063067
187,-189.30477925883108
188,901.1322593944606
189,75.08824230265299
190,853.9034276257775
191,142.50590068249244
192,444.93828778182416
193,843.3502846517861
194,35.06062162949104
195,362.2974814008714
196,662.7674207092555
197,920.7594316723537
198,-309.6306103894928
199,-453.5117809903334
200,146.22880519767645
201,680.3271203082207
202,333.6495267225464
203,1163.7193836787642
204,600.3018217585734
205,864.9511803756915
206,544.8045967619115
207,354.001701943862
208,111.13271339922778
209,691.9315879352763
210,757.5962078047901
211,81.56541990388672
212,890.7234004147614
213,493.6980849973504
214,98.38438746552933
215,532.505470630417
216,1196.432284879067
217,405.1232874174384
218,274.14835679168783
219,412.70490780483044
220,784.2117324251057
221,1158.9032603360233
222,607.7692461968783
223,739.047930409332
224,1432.375826692727
225,333.4856541178922
226,1001.2870025437053
227,583.0056211241626
228,440.2247311907519
229,-171.32624226407108
230,1206.4740137866302
231,117.55997545024167
232,118.65928994663557
233,555.2099032294582
234,1006.2325348785997
235,195.39505128947545
236,-309.05113269536446
237,-168.0425039204697
238,110.97048903667803
239,869.7276873869002
240,-119.98883051235254
241,215.85875584003176
242,-420.03218348178785
243,730.6013558090174
244,-769.1833205745842
245,980.0697406419087
246,-81.38215868685728
247,654.4477679892397
248,653.2629452803885
249,468.7664893122364
250,-732.4150322248252
251,492.30525815878707
252,-171.05375561204903
253,-153.78797547675356
254,-822.3942220597785
255,23.5305656204643
256,985.5917583021811
257,687.264301900383
258,1019.1569478639157
259,352.33982876416627
260,118.90748689909628
261,664.4836379536176
262,337.3425128725844
263,748.9669373245749
264,391.5113957765737
265,-176.08032832280946
266,705.6993499629053
267,-164.8045582458118
268,649.4924794673401
269,-139.4518068220258
270,948.297921582801
271,293.65161674284195
272,1352.0928310160275
273,148.00734556767765
274,1139.8162640570013
275,-170.1883110882219
276,-19.83388285858416
277,82.52119100466896
278,867.4351433332896
279,337.0785471312215
280,332.8685428798761
281,-57.34260832908393
282,286.36720954965506
283,1612.4518807634727
